text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
"Trump again drew a misleading comparison between the coronavirus and the seasonal flu, telling his supporters that ""35,000 on average each year die from the flu, that's a lot of people.""";https://www.nbcnews.com/politics/donald-trump/trump-calls-coronavirus-democrats-new-hoax-n1145721;msnbc;coronavirus;left;Non-biased;Somewhat factual but also opinionated;[]
Joe Biden appeared to suffer trouble with his teleprompter on Friday and said George Floyd was to blame for his delayed jobs plan.;https://www.breitbart.com/politics/2020/06/05/joe-biden-blames-george-floyd-delayed-jobs-plan-claims-he-was-held-up-curb/;breitbart;elections-2020;right;Non-biased;Entirely factual;[]
Team Trump simply decided to consider changes that would have dramatic effects on those who rely on the social-insurance programs.;http://www.msnbc.com/rachel-maddow-show/trump-administration-eyes-plan-reduce-poverty-redefining-it;msnbc;middle-class;left;Biased;Somewhat factual but also opinionated;['Team', 'Trump']
Gun control advocates said gun rights groups are sowing fear during the pandemic in order to boost firearms sales, adding that increased gun ownership during the crisis could lead to more domestic violence.;https://www.reuters.com/article/us-health-coronavirus-usa-guns/trump-coronavirus-guidance-on-keeping-gun-stores-open-draws-criticism-idUSKBN21H37L?feedType=RSS&feedName=topNews;reuters;gun-control;center;Non-biased;Entirely factual;[]
The sharp reductions documented in carbon emissions and air pollution caused by coronavirus-related lockdowns have offered a sort of preview of the kind of improvements that can be made when drastic action is taken.;https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326?cid=public-rss_20200407;msnbc;environment;left;Non-biased;No agreement;[]
Until recently, there seemed to be no broader plan behind NeverTrump’s early, and vigorous, opposition to Trump and his administration. But the contours of a plan have begun to emerge, particularly on social media, where the movement’s criticism of Trump alternates with praise for some of his opponents in the 2016 Republican primary.;https://www.breitbart.com/politics/2017/07/25/plan-emerges-nevertrump-primary-trump-2020/;breitbart;trump-presidency;right;Biased;Somewhat factual but also opinionated;['NeverTrump']
But the president kept his word when it came to the Court. It’s still early in the Trump era, of course, and we really have no idea how the residual political effects of our acute partisan battles or investigations or ugly rhetoric or the often-incompetent presidency will manifest in the long term.;https://thefederalist.com/2018/06/27/was-gorsuch-worth-a-trump-presidency-its-starting-to-look-that-way/;federalist;trump-presidency;right;Biased;Expresses writer’s opinion;['ugly', 'often-incompetent']
For a fleeting moment on Tuesday, the political universe was kumbayaing in mutual disgust at Donald Trump’s meeting with Robert Kennedy Jr.;https://thefederalist.com/2017/01/12/no-anti-vaxxer-robert-kennedy-jr-wont-trumps-vaccine-czar/;federalist;vaccines;right;Biased;Expresses writer’s opinion;['kumbayaing', 'disgust']
Now, with Democrats in control of the House of Representatives after the midterm elections, and with states like New York and Virginia among others pushing boundaries on abortion to extremes, the Republicans in Congress is rolling out a long-term push to force the Democrats to hold a vote on the bill.;https://www.breitbart.com/politics/2019/02/08/exclusive-house-gop-plans-sustained-effort-to-expose-leftist-democrats-on-abortion/amp/?__twitter_impression=true;breitbart;abortion;right;Non-biased;No agreement;[]
President of Belarus refuses to cancel sports and scoffs at ‘Psychosis’ of coronavirus measures.;https://www.breitbart.com/sports/2020/03/31/president-of-belarus-refuses-to-cancel-sports-scoffs-at-psychosis-of-coronavirus-measures/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;sport;right;Biased;Somewhat factual but also opinionated;['scoffs']
In an article posted by NBC News on Monday, the AP argues that even erstwhile allies, like tennis great and gay activist Martina Navratilova, can become resentful of transgender women dominating their sport.;http://feedproxy.google.com/~r/breitbart/~3/iBeQzweSWhA/;breitbart;sport;right;Non-biased;Entirely factual;[]
It’s the golden age of women in science, technology, engineering and mathematics.;https://www.today.com/popculture/all-women-s-super-bowl-ad-helping-close-stem-gender-t173003;msnbc;gender;left;Non-biased;Somewhat factual but also opinionated;[]
"The SPLC last year released hundreds of emails of Stephen Miller,the architect of Trump’s immigration policies such as the child-parent separations at the border and the Muslim ban, in which he cited and promoted ""explicitly white nationalist websites.""";https://www.nbcnews.com/news/latino/el-paso-attack-marked-year-rise-white-nationalism-watchdog-reports-n1163201;msnbc;white-nationalism;left;Non-biased;Entirely factual;[]
Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration.;https://www.breitbart.com/politics/2019/01/11/gop-plan-for-daca-amnesty-increased-immigration-fails-amid-public-pressure/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;immigration;right;Biased;Somewhat factual but also opinionated;['illegal', 'aliens']
The decision upends a determination by Republican Secretary of State Tre Hargett’s office that fear of catching or unwittingly spreading the virus at the polls wouldn’t qualify someone to vote by mail, The state argued such an expansion wouldn’t be feasible for the 2020 elections, claiming lack of money, personnel and equipment for increased voting by mail, among other concerns.;https://www.huffpost.com/entry/tennessee-vote-by-mail-ruling_n_5ed9ffb4c5b6bc618d781a52;huffpost;elections-2020;left;Non-biased;Entirely factual;[]
Of course, social distancing will be inconceivable for football players and the results all too predictable in a world in which Covid-19 is likely to hang around for a long, long time. ;https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/;alternet;sport;left;Non-biased;Somewhat factual but also opinionated;[]
Jay-Z and the NFL began teaming up as part of a social justice initiative announced last summer in the wake of the controversy over players kneeling during the national anthem to protest racial injustice.;https://www.nbcnews.com/news/us-news/gun-violence-claimed-chicago-teen-hadiya-pendleton-s-life-her-n1154906?cid=public-rss_20200311;msnbc;sport;left;Non-biased;Entirely factual;[]
Due to the pandemic, polio and measles vaccination campaigns have been heavily impacted, with the former having been halted in 27 countries.;https://www.breitbart.com/health/2020/05/22/report-over-80-million-children-at-risk-as-coronavirus-disrupts-vaccination-schedules/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;vaccines;right;Non-biased;Entirely factual;[]
Hispanic foreigners attending the town hall — Fox News Latino did not say whether they were legal or illegal aliens — told Obama they feared that federal Judge Andrew Hansen’s stay on Obama’s executive order will force them to return to their home countries.;https://www.breitbart.com/politics/2015/02/26/obama-to-amnesty-beneficiaries-theres-going-to-be-a-president-rodriguez-someday/;breitbart;student-debt;right;Biased;Somewhat factual but also opinionated;['illegal', 'aliens']
Trump’s profound megalomania, impulsiveness, and defective character is what got us where we are today. If we are to have any shot at a real recovery, he needs to go.;https://www.alternet.org/2020/06/worse-than-a-preschooler-donald-trump-is-failing-the-marshmallow-test/;alternet;trump-presidency;left;Biased;Expresses writer’s opinion;['megalomania', 'defective', 'impulsiveness']
Logging and mining operations have accelerated their destruction of sizable patches of the Amazon rainforest during the coronavirus pandemic.;https://www.nbcnews.com/science/environment/deforestation-amazon-has-soared-under-cover-coronavirus-n1204451;msnbc;coronavirus;left;Non-biased;Entirely factual;[]
South Bend Mayor Pete Buttigieg, a Democratic candidate for president in 2020, called out President Donald Trump for not doing enough to nip white nationalism in the bud, and thereby being partially responsible for mass shootings like the one in El Paso on Saturday.;https://www.alternet.org/2019/08/pete-buttigieg-trump-isnt-doing-his-part-to-stop-white-nationalism-that-is-killing-americans/;alternet;white-nationalism;left;Non-biased;Entirely factual;[]
While sexual ambiguity does occasionally occur, the authors note, “intersex individuals are extremely rare, and they are neither a third sex nor proof that sex is a ‘spectrum’ or a ‘social construct.’”;https://www.breitbart.com/science/2020/02/14/wsj-no-sex-spectrum-beyond-male-and-female/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Biased;Entirely factual;[]
Finally, he launched into a meandering rant about Biden, suggesting that under the Obama administration, nothing was done to fix policing in the United States. While the previous administration surely didn’t do enough, and Biden himself has contributed to the criminal justice problems in the country, Trump completely ignored the fact that the Obama Justice Department actually did take significant steps toward reform following the protests in Ferguson.;https://www.alternet.org/2020/06/trump-was-asked-how-to-restore-black-americans-trust-in-police-but-he-could-only-talk-about-himself/;alternet;trump-presidency;left;Biased;Somewhat factual but also opinionated;['meandering', 'rant']
House Republicans are gearing up for a sustained push to expose leftist Democrats in the House Democrat majority on their increasingly extreme views on abortion.;https://www.breitbart.com/politics/2019/02/08/exclusive-house-gop-plans-sustained-effort-to-expose-leftist-democrats-on-abortion/amp/?__twitter_impression=true;breitbart;abortion;right;Biased;Somewhat factual but also opinionated;['leftist', 'increasingly', 'extreme']
For the first time in its nearly century-and-a-half history, Wimbledon was canceled for a reason other than war, scrapped in 2020 on Wednesday because of the coronavirus pandemic.;https://www.today.com/news/wimbledon-canceled-1st-time-wwii-due-coronavirus-t177298?cid=public-rss_20200401;msnbc;sport;left;Non-biased;Entirely factual;[]
Many conservatives came to Hawley’s defense, slamming Tapper’s attack on the Missouri senator.;https://www.breitbart.com/politics/2019/10/22/jake-tapper-seems-to-imply-josh-hawley-is-antisemitic/;breitbart;white-nationalism;right;Biased;Somewhat factual but also opinionated;['slamming']
Franklin Graham: Democrats Exploit Coronavirus to ‘Defeat Donald Trump in the Election’;https://www.breitbart.com/health/2020/04/18/franklin-graham-democrats-exploit-coronavirus-defeat-donald-trump-election/;breitbart;coronavirus;right;No agreement;Entirely factual;[]
Congressional Democrats are disputing the president's authority to do this. Republican lawmakers are planning their own investigation, examining the early response by the WHO and the Chinese government.;https://www.nbcnews.com/news/world/global-criticism-grows-trump-move-end-who-funding-amid-pandemic-n1184146;msnbc;coronavirus;left;Non-biased;Entirely factual;[]
However, this is not the senator’s first time criticizing Bannon based off of misleading reports in the media.;https://www.breitbart.com/politics/2017/03/29/menendez-to-aipac-steve-bannon-a-white-nationalist/;breitbart;white-nationalism;right;Non-biased;Entirely factual;[]
Biel is merely the latest Hollywood celebrity to lend their support to the controversial anti-vaccine movement, which has been outright rejected and criticized by the scientific community.;https://www.breitbart.com/entertainment/2019/06/13/actress-jessica-biel-joins-californias-anti-vaccine-campaign/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;vaccines;right;Non-biased;No agreement;[]
Even though Thunberg is capable of doing things many on the right refuse to do — such as read and understand scientific evidence — right-wingers argued that Thunberg and her fellow youth activists cannot think for themselves.;https://www.alternet.org/2019/09/why-theyre-scared-of-greta-thunberg-right-wingers-cant-deny-this-climate-activists-truth-in-desperation-theyre-resorting-to-malice-bigotry-and-lies/;alternet;environment;left;No agreement;No agreement;[]
On Friday, Trump said he remained ready to help South Korea and Japan solve their lingering dispute over World War II-era forced labor that has blighted their trade ties.;https://www.breitbart.com/news/trump-offers-to-mediate-kashmir-conflict-between-india-and-pakistan/;breitbart;international-politics-and-world-news;right;Non-biased;Entirely factual;['blighted']
Before the shooting death of women's rights activist and artist Isabel Cabanillas de la Torre in Ciudad Juarez, Mexico, human rights attorneys and others already had noted several years of rising femicides in the border city.;https://www.nbcnews.com/news/latino/shooting-death-young-woman-activist-returns-spotlight-femicides-juarez-mexico-n1120811?cid=public-rss_20200124;msnbc;gender;left;Non-biased;Entirely factual;[]
Amazon first refused to publish a book skeptical of the mainstream narrative on the novel Wuhan coronavirus while still continuing to promote works by anarchists and Adolf Hitler.;https://thefederalist.com/2020/06/04/amazon-bans-coronavirus-skeptics-book-but-still-sells-books-by-hitler-the-unabomber/;federalist;coronavirus;right;Biased;Expresses writer’s opinion;['Wuhan', 'coronavirus']
Tellingly, when not constrained by the debate format, these same politicians push the same narrative to garner support for bailing out student loans, all while the media provides the Democrats a free assist.;https://thefederalist.com/2019/08/15/student-debt-willingly-took-not-problem-solve/;federalist;student-debt;right;Biased;Somewhat factual but also opinionated;[]
Warren would forgive up to $50,000 for each individual earning less than $100,000, which would dramatically impact Americans with undergraduate degrees, but likely only make a small dent for Americans with graduate degrees.;https://eu.usatoday.com/story/news/nation/2020/01/25/election-2020-democrats-focus-student-loan-debt-do-voters-care/4562079002/;usa-today;student-debt;center;Non-biased;Somewhat factual but also opinionated;[]
Populist Interior Minister Matteo Salvini has slammed Saudi Arabia, the host of the Italian football Super Cup, for not allowing single women to attend the match without a man accompanying them.;https://www.breitbart.com/europe/2019/01/06/salvini-slams-men-only-seats-football-super-cup-hosted-saudi-arabia/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Biased;Somewhat factual but also opinionated;['slammed']
The fact that many Democratic women are no longer convinced that a woman can beat Trump, and are supporting white men for reasons of electability, is a tragedy. ;https://www.alternet.org/2019/04/of-course-a-woman-can-beat-trump/;alternet;gender;left;Non-biased;Expresses writer’s opinion;[]
Opposition to immunizations was once largely limited to online bullying, but now opponents are increasingly taking their harassment tactics into the real world: aggressively following legislators and doctors and, in some cases, using physical violence.;https://www.nbcnews.com/health/kids-health/anti-vaccine-groups-take-dangerous-harassment-offline-real-world-n1096461;msnbc;vaccines;left;Biased;No agreement;['bullying', 'harassment', 'aggressively', 'tactics']
"The Guardian, insisting that the climate emergency is “the defining issue of our times,” has amped up its climate agitation by suggesting that Australian wildfires is the new normal.
";https://www.breitbart.com/environment/2020/01/15/guardian-australia-fires-are-foretaste-of-earths-future/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;environment;right;No agreement;No agreement;[]
"President Donald Trump asserted without evidence Friday that the COVID-19 pandemic will ""go away without a vaccine."" The comments contradict the belief of some of the president's task force members.";https://www.usatoday.com/videos/news/nation/2020/05/08/trump-asserts-virus-go-away-without-vaccine/650344000/?utm_source=feedblitz&utm_medium=FeedBlitzRss&utm_campaign=usatodaycomnation-topstories;usa-today;trump-presidency;center;Biased;Somewhat factual but also opinionated;['asserted']
Even so, the results offer fresh evidence that concerns about women’s emotional health after an abortion shouldn’t factor into policies about legal access to these procedures, said Julia Steinberg, a researcher at the University of Maryland, College Park, who wasn’t involved in the study.;https://www.reuters.com/article/us-health-abortion-regret/women-rarely-regret-decision-to-get-abortion-idUSKBN1ZJ1WB?feedType=RSS&feedName=healthNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FhealthNews+%28Reuters+Health+News%29;reuters;abortion;center;Non-biased;Entirely factual;[]
While the overwhelming majority of Americans choose to have their children vaccinated, the number of children who go completely unvaccinated is rising.;https://www.nbcnews.com/health/kids-health/measles-outbreak-how-doctors-can-change-anti-vaccine-minds-n991491;msnbc;vaccines;left;Non-biased;Entirely factual;[]
Gun control activists on Monday criticized guidance issued by President Donald Trump’s administration recommending that states find that gun stores are critical businesses that can stay open during the coronavirus crisis.;https://www.reuters.com/article/us-health-coronavirus-usa-guns/trump-coronavirus-guidance-on-keeping-gun-stores-open-draws-criticism-idUSKBN21H37L?feedType=RSS&feedName=topNews;reuters;gun-control;center;Non-biased;Entirely factual;[]
It probably has something to do with Pitlyk being a Federalist Society member, a former Brett Kavanaugh clerk, and a fierce opponent of reproductive rights who’s argued that fertility treatments and surrogacy have “grave” adverse effects on society.;http://www.msnbc.com/rachel-maddow-show/gop-confirms-fierce-opponent-reproductive-rights-federal-bench;msnbc;abortion;left;Non-biased;Somewhat factual but also opinionated;[]
Thousands of asylum seekers crammed in border towns near the Texas-Mexico border awaiting U.S. immigration hearings are at risk of dying from coronavirus because of poor health access and unsafe conditions, advocates say.;https://eu.usatoday.com/story/news/nation/2020/03/17/us-border-could-hit-hard-coronavirus-migrants-wait-mexico/5062446002/;usa-today;immigration;center;Non-biased;Entirely factual;[]
Donald Trump claimed he has seen evidence the new coronavirus originated in a Chinese lab, as he threatened tariffs on Beijing over its role in the global pandemic.;https://www.breitbart.com/news/trump-says-evidence-ties-china-lab-to-virus-threatens-tariffs-2/;breitbart;international-politics-and-world-news;right;Biased;Somewhat factual but also opinionated;['claimed', 'threatened']
Last Sunday’s Tokyo Marathon, usually one of the largest in the world, went ahead with just 200 elite athletes and a request from organizers for spectators to stay home.;https://www.nbcnews.com/business/business-news/soccer-olympics-coronavirus-fears-are-taking-toll-sporting-events-n1146781?cid=public-rss_20200302;msnbc;sport;left;Non-biased;Entirely factual;[]
China’s state-run media quickly seized on the obsessions of their American counterparts over the weekend by linking President Donald Trump to “white nationalism”;https://www.breitbart.com/national-security/2019/08/05/chinese-state-media-white-nationalism-deeply-rooted-trumps-mind/;breitbart;white-nationalism;right;Biased;Somewhat factual but also opinionated;['obsessions']
Anti-vaxxers represent only about 2 percent of American families, although you’d be forgiven for thinking they’re more numerous. They certainly make a lot of noise and have some world-famous adherents. However, like malaria-carrying mosquitoes, this tiny group that punches above its weight may be on the verge of creating a public health problem for us all.;https://thefederalist.com/2017/02/28/protect-infant-world-anti-vaxxers/;federalist;vaccines;right;Biased;Expresses writer’s opinion;['Anti-vaxxers']
People keep getting sick and the economy is cratering, but for Republicans, hating women is still a major priority: republican governors in Texas, Ohio and even Maryland are trying to use the coronavirus crisis as an excuse to block women from getting abortions, claiming that ending a pregnancy is a “nonessential” medical procedure that must be rescheduled.;https://www.alternet.org/2020/03/gop-uses-the-pandemic-as-an-excuse-to-block-abortion/;alternet;abortion;left;Biased;Somewhat factual but also opinionated;['claiming', 'hating']
One driving force behind the record rates of youth sports officials and referees quitting is increasingly abusive and belligerent behavior by parents, including verbal abuse, threats and even fights.;https://www.foxnews.com/sports/youth-sports-officials-referees-quitting-record-rates-blaming-parents;fox-news;sport;right;Biased;No agreement;['abusive', 'belligerent']
"We finally know what it takes to get the House to examine gun violence: it’s not a mass shooting; it’s an election.";http://www.msnbc.com/rachel-maddow-show/what-it-takes-get-congress-take-closer-look-gun-violence;msnbc;gun-control;left;Non-biased;Expresses writer’s opinion;[]
Of course, viruses don’t just “go away” regardless of the amount of propaganda or wishful thinking you throw at them. His theory, however, is telling. Trump’s strategy from the beginning of this crisis has been to minimize the threat and wish it away.;https://www.alternet.org/2020/05/poor-donald-trump-has-no-fixer-to-make-covid-19-go-away/;alternet;coronavirus;left;Biased;Expresses writer’s opinion;['telling']
In his failed bid for the Democrat nomination for 2020, Beto O’Rourke said churches that oppose same-sex marriage should lose their tax-exempt status.  In other words, toe the non-Biblical party line or else!;https://www.breitbart.com/2020-election/2020/06/05/father-pavone-president-trump-shows-inspiring-leadership-for-believers/;breitbart;elections-2020;right;Biased;Expresses writer’s opinion;['line']
Borrowing for everyday consumption or for assets such as cars that lose value makes it harder to save and invest in stocks and real estate that tend to create wealth, so the rise in consumer borrowing exacerbates the wealth gap.;https://www.msn.com/en-us/news/other/families-go-deep-in-debt-to-stay-in-the-middle-class/ar-AAFbEHE;msnbc;middle-class;left;Non-biased;No agreement;[]
How do we deal with the false perception that liberals are more inclined to trust science than conservatives? Or, how do we approach the media’s fondness for focusing on the unscientific views of some conservatives but ignoring the irrational—and oftentimes, more consequential—beliefs of their fellow liberals?;https://thefederalist.com/2015/02/04/five-ways-liberals-ignore-science/;federalist;vaccines;right;No agreement;Expresses writer’s opinion;['fondness']
After days of mounting pressure, the top soccer clubs in Britain said Friday they would ask their players to take a 30 percent pay cut as the sport grapples with the damaging fallout from the coronavirus crisis.;https://www.nbcnews.com/news/world/coronavirus-pressure-grows-u-k-soccer-stars-cut-pay-crisis-n1175851?cid=public-rss_20200403;msnbc;sport;left;Non-biased;Entirely factual;[]
Impeachment Is Just Another Word For Delusional Democrats Holding The Nation Hostage;https://thefederalist.com/2019/12/11/impeachment-is-just-another-word-for-delusional-democrats-holding-the-nation-hostage/;federalist;vaccines;right;Biased;Expresses writer’s opinion;['Delusional']
Trump could sit on live TV, peeing his pants and whimpering that the protesters are coming for him, and his base would stick by him and claim to see courage in the urine puddles below his chair, just so long as he keeps the racism and the lib-triggering coming. They know he’s a “Bunker Boy,” but will pretend they don’t see it until the bitter end.;https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/;alternet;trump-presidency;left;Biased;Expresses writer’s opinion;['peeing', 'his', 'pants', 'whimpering', 'claim']
Top Trump administration officials told lawmakers Tuesday that U.S. military deployments in the Middle East were purely defensive and not aimed at provoking a war with Iran, amid growing concerns in Congress about a possible military conflict.;https://eu.usatoday.com/story/news/world/2019/05/21/iran-threat-military-deployments-not-intended-provoke-war-trump/3749101002/;usa-today;international-politics-and-world-news;center;Non-biased;Entirely factual;[]
Next came the sob stories. Those student loans are suffocating a generation, the candidates suggested. After all, “40 million of us who can’t start a family,” the diaper-changing daddy Swalwell contradictorily proclaimed, adding that they “Can’t take a good idea and start a business and can’t buy our first home.”;https://thefederalist.com/2019/08/15/student-debt-willingly-took-not-problem-solve/;federalist;student-debt;right;Biased;Expresses writer’s opinion;['diaper-changing', 'sob', 'stories', 'daddy', 'suffocating']
The Clinton plan won’t work because it’s a progressive, liberal, quasi-socialist plan applied to something that should operate like a business within a free market;https://thefederalist.com/2015/08/17/mark-cuban-hillarys-college-plan-wont-reduce-student-debt/;federalist;student-debt;right;No agreement;Expresses writer’s opinion;[]
By Monday morning he was considering a dramatic move — invoking the Insurrection Act so that he could use federal troops to enforce the law. According to a senior defense official, Trump wanted 10,000 federal troops immediately on the streets to control a situation some aides believed could escalate dangerously.;https://www.breitbart.com/news/a-u-turn-a-rush-to-see-trump-a-day-of-tension-and-surprise/;breitbart;trump-presidency;right;Non-biased;Entirely factual;[]
A group of people carrying a white nationalist flag were caught on camera Saturday attempting to record a video in front of the Emmett Till memorial in Sumner, Mississippi.;https://www.nbcnews.com/news/nbcblk/white-nationalists-caught-trying-film-video-front-emmett-till-memorial-n1075776;msnbc;white-nationalism;left;Non-biased;Entirely factual;[]
President Donald Trump ridiculed Democrats promoting the Green New Deal on Thursday, during a campaign rally in Iowa.;https://www.breitbart.com/politics/2020/01/30/donald-trump-democrats-want-to-kill-your-cows-and-youre-next/;breitbart;environment;right;Biased;Somewhat factual but also opinionated;['ridiculed']
President Donald Trump has been doubling down on his love of tariffs this week, vowing to increase tariffs on Chinese imports.;https://www.alternet.org/2019/05/revealed-the-stunning-annual-costs-of-trumps-steel-and-aluminum-tariffs-on-us-consumers-and-businesses/;alternet;international-politics-and-world-news;left;No agreement;Somewhat factual but also opinionated;[]
In addition to the U.S. making its own vaccines, Hatfill said there must be drastic changes to the National Pandemic Plan.;https://www.breitbart.com/politics/2020/01/31/virologist-overseas-production-of-vaccines-makes-u-s-vulnerable-to-pandemics/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;vaccines;right;Non-biased;Entirely factual;[]
Democrats Push Pork for Planned Parenthood in Coronavirus Package;https://www.breitbart.com/politics/2020/03/22/report-democrats-push-for-small-business-assistance-for-planned-parenthood/;breitbart;coronavirus;right;Biased;Expresses writer’s opinion;['Push', 'Pork']
But the changes could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.;https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326;msnbc;coronavirus;left;Non-biased;Somewhat factual but also opinionated;[]
The Trump administration is proposing tariffs on up to $2.4 billion worth of French imports — including Roquefort cheese, handbags, lipstick and sparkling wine — in retaliation for France’s tax on American tech giants like Google, Amazon and Facebook.;;breitbart;international-politics-and-world-news;right;Non-biased;Entirely factual;[]
In New York, a mother-to-be faces childbirth without her husband, in Texas, hundreds of women seeking abortions are turned away, across the country, women are facing postponed mammograms and devastated by suspended fertility treatments.;https://www.reuters.com/article/us-health-coronavirus-usa-women/solo-childbirth-halted-fertility-treatments-womens-healthcare-takes-hit-from-coronavirus-idUSKBN21D3OY?feedType=RSS&feedName=topNews;reuters;abortion;center;Non-biased;Entirely factual;[]
The news coverage of the explosion of wealth among billionaires has been widespread because of the contrast with working Americans experiencing staggering layoffs.;https://eu.usatoday.com/story/news/factcheck/2020/05/07/fact-check-super-rich-got-richer-start-covid-19-pandemic/3069028001/;usa-today;middle-class;center;Non-biased;Somewhat factual but also opinionated;[]
Asked by Breitbart News about his plan to wipe out student loan debts and what he would say to students who paid for college or decided not to go, Sanders did not address the specific question but said Wall Street would pay for free tuition at public colleges and universities.;https://www.breitbart.com/2020-election/2019/09/13/bernie-sanders-wall-street-will-pay-for-canceling-of-student-debt/;breitbart;student-debt;right;Non-biased;Entirely factual;[]
The Treasury Department’s inspector general is looking into the opportunity zone program following stories by ProPublica and The New York Times about how the tax break meant to help the poor had been manipulated by billionaires.;https://www.alternet.org/2020/01/treasury-department-inspector-general-opens-probe-into-abuse-of-the-trump-tax-cut-law/;alternet;middle-class;left;Non-biased;Somewhat factual but also opinionated;[]
We did consent to the lockdowns and now are suffering under the insanity that has flowed from them—economic suicide and petty local laws that serve no purpose other than to nanny us into submission.;https://thefederalist.com/2020/05/18/how-you-can-help-roll-back-the-coronavirus-police-state/;federalist;coronavirus;right;Biased;Expresses writer’s opinion;['insanity', 'petty', 'nanny', 'suicide']
The Republican-led Legislature and GOP Gov. Bill Lee have dismissed the idea of offering absentee ballots to all voters, with lawmakers voting against Democratic expansion proposals more than once this week as they meet during pandemic times.;https://www.huffpost.com/entry/tennessee-vote-by-mail-ruling_n_5ed9ffb4c5b6bc618d781a52;huffpost;elections-2020;left;Non-biased;Entirely factual;[]
Facebook, YouTube and Amazon all answered with policy changes, removing some fear-mongering content related to vaccines.;https://www.nbcnews.com/tech/internet/moms-go-undercover-fight-fake-autism-cures-private-facebook-groups-n1007871;msnbc;vaccines;left;Biased;Somewhat factual but also opinionated;['fear-mongering']
So, imagine the gall it would take to knock Winfrey for not being charitable enough. That’s what happened when a salty Instagram user slid into the comments under a photo Winfrey posted celebrating the graduates of Colorado College;https://www.huffpost.com/entry/oprah-schools-instagram-hater-with-receipts-after-student-loan-diss_n_5ce2dabbe4b0e69c18efe3e2;huffpost;student-debt;left;Biased;No agreement;['gall', 'knock', 'salty']
The Border Patrol has said Hernandez was pelting U.S. agents with rocks from the Mexican side of the Rio Grande when he was shot.;https://www.reuters.com/article/us-usa-court-border/supreme-court-bars-lawsuit-over-cross-border-shooting-of-mexican-teen-idUSKBN20J1ZS?feedType=RSS&feedName=topNews;reuters;immigration;center;Non-biased;Entirely factual;[]
In the past Putin has warmly welcomed home Russian agents arrested abroad.;http://feeds.reuters.com/~r/Reuters/worldNews/~3/_DFT_KTkHxU/russian-woman-convicted-by-u-s-of-being-agent-returns-home-idUSKBN1X504A;reuters;international-politics-and-world-news;center;Biased;Somewhat factual but also opinionated;['warmly', 'welcomed']
Coach Guerrier adds that the referee’s continued mid-game scrutiny ultimately made “a spectacle” of her daughter, and that he continued to insist that something would have to be done as the child grows up and continues to compete in the sport.;https://www.alternet.org/2019/01/virginia-basketball-ref-under-investigation-for-critiquing-a-black-10-year-olds-hair-mid-game/;alternet;sport;left;Non-biased;Entirely factual;[]
"Peace was one of many transgender service members who spoke out against Trump after he announced on Twitter in July 2017 that the military would no longer allow transgender individuals ""to serve in any capacity."" ";https://eu.usatoday.com/story/news/politics/2019/02/05/state-union-pelosi-invites-transgender-army-officiers/2782689002/;usa-today;gender;center;Non-biased;Entirely factual;[]
The Georgia Democrats took wire hangers and bottles of bleach to the House floor in protest as symbols of the self-induced abortions that many desperate women dangerously attempt when the aid of a doctor isn’t available or allowed.;https://www.huffpost.com/entry/wire-hangers-georgia-anti-abortion-vote_n_5c811592e4b020b54d829ee2;huffpost;abortion;left;Non-biased;Entirely factual;[]
However, the 45-year-old actor Joaquin Phoenix used his time on stage to call for his celebrity cohorts to put their money where their mouths are when it comes to climate change.;https://www.foxnews.com/entertainment/golden-globe-joaquin-phoenix-hollywood-climate-activists-private-jets;fox-news;environment;right;Non-biased;Entirely factual;[]
