text;news_link;topic;outlet;label_bias;label_opinion;biased_words
it all starts with the psychology concept known as the “fundamental attribution error”. This is a natural tendency to see the behavior of others as being determined by their character while excusing our own behavior based on circumstances.;http://feeds.feedblitz.com/~/387535550/0/alternet_all;student-dept;Alternet;;;
Following the first part of this series, where the historical origins of modern white supremacy were explored in depth, and a subsequent essay that examined the ways white supremacy has influenced mainstream American politics.;http://feeds.feedblitz.com/~/358019348/0/alternet_all;student-dept;Alternet;;;
In his Friday column, Krugman hypothesizes how Trump's health care bill and austerity measures might affect a state like West Virginia, which voted overwhelmingly for him in the 2016 election. ;http://feeds.feedblitz.com/~/335023536/0/alternet_all;student-dept;Alternet;;;
“The way to smash this republic is by using Article V to re-establish and return the Constitution to the relationship that it was intended to be,” Coburn said. ;http://feedproxy.google.com/~r/breitbart/~3/hhomzDoDzGo/;student-dept;Breitbart;;;
McCullough faced widespread backlash from liberal social media users after she called health care a “privilege” and not a right.;http://feedproxy.google.com/~r/breitbart/~3/RTN8M0-kO4Q/;student-dept;Breitbart;;;
President Trump keeps showing he can’t keep quiet when it comes to political fights.;http://feeds.feedblitz.com/~/319355496/0/alternet_all;student-dept;Alternet;;;
Evangelical voters were getting restless with Trump's un-Christian policies. Gorsuch is meant to bring them home;http://feeds.feedblitz.com/~/265997322/0/alternet_all;student-dept;Alternet;;;
The White House has outlined a plan to give the nation’s millionaires and billionaires a massive tax break while adding trillions of dollars to the U.S. deficit.;http://feeds.feedblitz.com/~/303721317/0/alternet;student-dept;Alternet;;;
White Democrats remain more likely than those of other races and ethnicities to support a single national program.;http://feeds.feedblitz.com/~/385080190/0/alternet_all;student-dept;Alternet;;;
Critics say these punishments suspensions, expulsions, and school-based arrests are increasingly doled out for minor infractions, and disproportionately given to students of color.;http://feeds.feedblitz.com/~/360355250/0/alternet_all;student-dept;Alternet;;;
The American Dream is just a dream for more and more Michigan residents. ;http://feeds.feedblitz.com/~/352122754/0/alternet_all;student-dept;Alternet;;;
When unscrupulous operators reap huge profits from charter schools—and then invest their profits in political contributions to the state legislators and taxpayers are bound to lose.;http://feeds.feedblitz.com/~/403703256/0/alternet_all;student-dept;Alternet;;;
Paul Krugman has spilled a lot of ink explaining why deficit hawks led by apocalyptic Paul Ryan during the Obama years were dead wrong politically motivated hysterics. ;http://feeds.feedblitz.com/~/255676000/0/alternet_all;student-dept;Alternet;;;
Now that the GOP is in charge, it's time for them to craft policy. And it's not a pretty sight;http://feeds.feedblitz.com/~/277860904/0/alternet;student-dept;Alternet;;;
Teachers, parents and business leaders are rising up to resist DeVos and ALEC's extreme agenda;http://feeds.feedblitz.com/~/405142074/0/alternet_all;student-dept;Alternet;;;
One important and controversial section of the law requires states to remove educational barriers experienced by homeless children and youth, out of recognition that many homeless children cannot enroll in school for a host of bureaucratic and logistical reasons.;http://feeds.feedblitz.com/~/406293070/0/alternet_all;student-dept;Alternet;;;
The Guardian that revealed workplace abuse, grueling production targets and deplorably low pay at an Indonesian factory that makes clothing for Ivanka Trump’s label.;http://feeds.feedblitz.com/~/406281346/0/alternet_all;student-dept;Alternet;;;
When told that some might take offense at equating families with children needing free public schools to criminals, Roddy countered that the project would “target tenants who are young professionals without children. ;http://feeds.feedblitz.com/~/406961900/0/alternet_all;student-dept;Alternet;;;
In a radio interview with KQED, Dirks said, “I don’t think [our reputation for free speech] has been tarnished at all.”;http://feedproxy.google.com/~r/breitbart/~3/vsvjpa77ZiQ/;student-dept;Breitbart;;;
a group of corporate lobbyists and conservative legislators who are working to privatize and defund public education, and cloaking their efforts as school “choice.”;http://feeds.feedblitz.com/~/409185484/0/alternet_all;student-dept;Alternet;;;
DeVos’s approach is the devaluation and eventual abolition of the public sphere, which often goes together with tax cuts for the wealthy.;http://feeds.feedblitz.com/~/410474104/0/alternet_all;student-dept;Alternet;;;
When Israel passed a new counter-terrorism law last year, Ayman Odeh, a leader of the country’s large minority of Palestinian citizens, described its draconian measures as colonialism’s “last gasp”. ;http://feeds.feedblitz.com/~/410056516/0/alternet;student-dept;Alternet;;;
More than 370 religious leaders from around the world are calling for a ban on conversion therapy;http://feeds.feedblitz.com/~/359484016/0/alternet_all;student-dept;Alternet;;;
Trump reminded attendees of the Faith and Freedom Coalition’s annual Road to Majority conference of their agenda and his.;http://feeds.feedblitz.com/~/355455042/0/alternet_all;student-dept;Alternet;;;
The aggressive enforcement of marijuana possession laws needlessly ensnares hundreds of thousands of people into the criminal justice system and wastes billions of taxpayers’ dollars.;http://feeds.feedblitz.com/~/414212990/0/alternet_all;student-dept;Alternet;;;
Students who were defrauded by the for-profit Corinthian Colleges may not get their loans forgiven entirely, the Education Department announced Wednesday.;http://feeds.feedblitz.com/~/415068498/0/alternet_all;student-dept;Alternet;;;
President Donald Trump campaigned on getting rid of the Common Core standards, and a far-reaching network of grassroots citizens across the country.;http://feedproxy.google.com/~r/breitbart/~3/MRB-r7kwarg/;student-dept;Breitbart;;;
The U.S. Court of Appeals for the Fourth Circuit sided with the Obama administration, holding that the term “sex” in federal law is ambiguous.;http://feedproxy.google.com/~r/breitbart/~3/fSkOmJstYSo/;student-dept;Breitbart;;;
Is this a victory or a defeat for the tens of thousands of progressives who campaigned to kill the TPP?;http://www.alternet.org/economy/trumps-trade-talk-even-remotely-intelligent;student-dept;Alternet;;;
You endorse the suppression of dissenting opinions through violence. Lets (sic) not sugar coat your views with doublespeak about “protecting” minorities.;http://feedproxy.google.com/~r/breitbart/~3/yG_3ycGtSXs/;student-dept;Breitbart;;;
Unlike most tech companies, Netflix has been profitable for over a decade.;http://feedproxy.google.com/~r/breitbart/~3/u06E5erv2EQ/;student-dept;Breitbart;;;
The decision to ditch the federal regulations allowed the district to redesign the cafeteria to provide more options to students. ;http://feedproxy.google.com/~r/breitbart/~3/d0K_SF1aNus/;student-dept;Breitbart;;;
“The one thing that gives me some hope about this country, as toxically divided as we are, is that I think there’s a new generation,”;http://feeds.feedblitz.com/~/415601296/0/alternet;student-dept;Alternet;;;
School officials made the knee-jerk decision despite the fact that Canada is not on the list of seven countries identified by President Obama’s administration.;http://feedproxy.google.com/~r/breitbart/~3/I8eWB4OGhWo/;student-dept;Breitbart;;;
When faculty and students aren’t aware of implicit bias, they unwittingly engage in behaviors that continue the discrimination and discouragement of women.;http://feedproxy.google.com/~r/breitbart/~3/thmwMUg-FdA/;student-dept;Breitbart;;;
After all, for all the praise Sasse gets for “passing the test of conscience,” he has towed and voted the GOP line. ;http://feeds.feedblitz.com/~/418759770/0/alternet_all;student-dept;Alternet;;;
Until a few months ago, chickens who are raised and killed for meat had no meaningful protections, no consideration for their wellbeing, and no hope.;http://feeds.feedblitz.com/~/419477088/0/alternet_all;student-dept;Alternet;;;
Defense Minister Antoni Macierewicz said a day earlier that Germans should now “try and pay back the terrible debt they owe to the Polish people.”;http://feedproxy.google.com/~r/breitbart/~3/Q4Dp_wy5AJY/;student-dept;Breitbart;;;
Our heterogenous social movements vary so much across regions, character, and impact that they almost resist categorisation. ;http://feeds.feedblitz.com/~/421086268/0/alternet_all;student-dept;Alternet;;;
Indeed, critics argue the DeVoses are attempting to expand the definition of “school choice”.;http://feeds.feedblitz.com/~/423312712/0/alternet_all;student-dept;Alternet;;;
When parents have failed to pay, in some states children’s little arms have been stamped with the phrase “lunch money”.;http://feeds.feedblitz.com/~/429700916/0/alternet_all;student-dept;Alternet;;;
Poor people are cash cows.;http://feeds.feedblitz.com/~/432344530/0/alternet;student-dept;Alternet;;;
In 2001, according to PMW, the Hamas student branch at Al-Najah University in Nablus celebrated the murders by creating an exhibit of the pizza shop. ;http://feedproxy.google.com/~r/breitbart/~3/MWrBuMxR6MY/;student-dept;Breitbart;;;
A crowd of activists toppled a Confederate statue in Durham.;http://feeds.feedblitz.com/~/437268536/0/alternet_all;student-dept;Alternet;;;
"The left is constantly beating the drum of ""tolerance"" which they are not. ";http://feedproxy.google.com/~r/breitbart/~3/uVr1PJl81aU/;student-dept;Breitbart;;;
Former conservative UCLA Professor Keith Fink has filed a grievance with his union over his dismissal from his position as a lecturer.;http://feedproxy.google.com/~r/breitbart/~3/52OBBMrPeB0/;student-dept;Breitbart;;;
A female student at Delta College in University Center, Michigan, is facing felony charges after allegedly falsely reporting a rape to campus police.;http://feedproxy.google.com/~r/breitbart/~3/v4BitlK1BFY/;student-dept;Breitbart;;;
One of the three universities to give Donald Trump an honorary doctorate is considering whether to revoke it in the wake of his controversial comments about the violence in Charlottesville last weekend.;http://feeds.feedblitz.com/~/441458872/0/alternet_all;student-dept;Alternet;;;
Faced with the presidency of a master media manipulator unlike anyone else in political history, what can the media do to counteract his dark magic?;http://www.alternet.org/media/can-media-get-it-together-sink-trump;student-dept;Alternet;;;
President Donald Trump once again insisted that the immigrants he is targeting for deportation are criminals.;http://www.alternet.org/news-amp-politics/family-was-targeted-trumps-dragnet;student-dept;Alternet;;;
Donald Trump insisted it takes a village to end terrorism;http://feeds.feedblitz.com/~/443115898/0/alternet_all;student-dept;Alternet;;;
In Arizona, people power just won a major victory over national dark money groups.;http://feeds.feedblitz.com/~/443849140/0/alternet_all;student-dept;Alternet;;;
As white nationalism and the so-called “alt-Right” have gained prominence in the Trump era, a bipartisan reaction has coalesced to challenge these ideologies. ;http://feeds.feedblitz.com/~/444302500/0/alternet_all;student-dept;Alternet;;;
“I’ve seen a lot of really great teachers come and go, because Noble hasn’t been the most sustainable place for people to work,”;http://feeds.feedblitz.com/~/280160708/0/alternet;student-dept;Alternet;;;
Focusing on campus protests is a distraction from the real threats to freedom of speech.;http://feeds.feedblitz.com/~/456455104/0/alternet_all;student-dept;Alternet;;;
“The students want their peers to feel safe and comfortable in school and understand that other flags can be disruptive and harmful or cause emotional responses in others,”;http://feedproxy.google.com/~r/breitbart/~3/HPCpiHrLzM4/;student-dept;Breitbart;;;
A Kentucky teacher was charged with third-degree rape in June for allegedly having sex with an underage student.;http://feedproxy.google.com/~r/breitbart/~3/BvLULRkFrZU/;student-dept;Breitbart;;;
Faculty candidates at Iowa State University are required to pledge they will “demonstrate their contribution to diversity and inclusion” if hired.;http://feedproxy.google.com/~r/breitbart/~3/NfEEgu5UjPk/;student-dept;Breitbart;;;
A deep-rooted crisis in education, and a long cultural and political decline, is what got us here. There's hope!;http://www.alternet.org/education/manufactured-illiteracy-and-miseducation-long-process-decline-led-president-donald-trump;student-dept;Alternet;;;
The price of a college degree is more expensive in America than anywhere else in the world, according to a new report from the Organization for Economic Co-operation ;http://feeds.feedblitz.com/~/459583536/0/alternet_all;student-dept;Alternet;;;
The president of mostly white Lipscomb University in Tennessee has apologized to students for hosting a dinner for an all-African-American group of students at his home that featured table centerpieces made up of cotton stalks.;http://feeds.feedblitz.com/~/459712602/0/alternet_all;student-dept;Alternet;;;
Susan Fowler, have convinced more riders to ditch the ride-hailing app.;http://rssfeeds.usatoday.com/~/278602204/0/usatoday-techtopstories~For-some-Uber-riders-sexual-harassment-claims-are-point-of-no-return/;metoo;USA Today;;;
SoFi is another example of a Silicon Valley company reeling from reports of a toxic workplace culture.;http://rssfeeds.usatoday.com/~/459169742/0/usatodaycommoney-topstories~SoFi-CEO-to-leave-immediately-after-sexual-harassment-claims/;metoo;USA Today;;;
More than 30 women are accusing Hollywood director James Toback of sexual harassment in a new report;http://rssfeeds.usatoday.com/~/476779298/0/usatoday-lifetopstories~Hollywood-director-James-Toback-accused-of-sexual-harassment/;metoo;USA Today;;;
He was worried I was going to go off and work for another MP. It was awful.;http://rssfeeds.usatoday.com/~/481951552/0/usatodaycomworld-topstories~British-politicians-are-accused-of-sexual-harassment-too/;metoo;USA Today;;;
“It feels as if I keep going up against the same bully at school who just won't quit,”;http://rssfeeds.usatoday.com/~/483581844/0/usatoday-lifetopstories~Director-Brett-Ratner-accused-of-sexual-harassment-by-Olivia-Munn-five-additional-women/;metoo;USA Today;;;
;;;;;;
;;;;;;
;;;;;;
Jeffrey Tambor, has been accused of sexual harassment and hinted he may not return for the fifth season.;http://rssfeeds.usatoday.com/~/496102970/0/usatoday-newstopstories~Jeffrey-Tambor-accused-of-sexual-harassment/;metoo;USA Today;;;
Actor Jeremy Piven is among the latest men accused of sexual assault.;http://rssfeeds.usatoday.com/~/496213984/0/usatoday-newstopstories~Bill-Maher-Colin-Jost-Michael-Che-Stephen-Colbert-on-accusations-of-sexual-harassment-in-Congress-Hollywood-in-Best-of-Late-Night/;metoo;USA Today;;;
Eight women accuse Charlie Rose of sexual harassment, in the latest bombshell report.;http://rssfeeds.usatoday.com/~/496325166/0/usatodaycomnation-topstories~Report-Eight-women-accuse-Charlie-Rose-of-sexual-harassment/;metoo;USA Today;;;
Washington Post article in which several women accused Rose of making unwanted advances.;http://rssfeeds.usatoday.com/~/496825978/0/usatodaycomnation-topstories~Charlie-Rose-fired-by-CBS-amid-sexual-harassment-allegations/;metoo;USA Today;;;
“Whiskey Made Me Do It” ;http://rssfeeds.usatoday.com/~/491360242/0/usatoday-newstopstories~Hollywood-march-against-sexual-harassment-draws-hundreds/;metoo;USA Today;;;
The claims prompted the head of Fidelity's stock-picking division to hold an emergency meeting to remind employees of the company's workplace conduct policies.;http://rssfeeds.usatoday.com/~/476280159/0/usatodaycommoney-topstories~Fidelity-employees-dismissed-after-sexual-harassment-claims-report/;metoo;USA Today;;;
Shaun White reached a settlement in a lawsuit that alleged sexual harassment and breach of contract.;http://rssfeeds.usatoday.com/~/323328154/0/usatodaycomolympicscoverage-topstories~Shaun-White-settles-sexual-harassment-lawsuit/;metoo;USA Today;;;
violations surfaced in the wake of a former engineer's account of pervasive sexism at the ride-hailing company.;http://rssfeeds.usatoday.com/~/350901162/0/usatodaycommoney-topstories~Uber-fires-over-sexual-harassment-issues-reports/;metoo;USA Today;;;
 'Be Fierce: Stop Harassment and Take Your Power Back';http://rssfeeds.usatoday.com/~/472317628/0/usatoday-lifetopstories~Gretchen-Carlson-How-to-end-the-cycle-of-sexual-harassment/;metoo;USA Today;;;
Sadly, incidents like these aren't limited to Hollywood. ;http://rssfeeds.usatoday.com/~/468499126/0/usatodaycomnation-topstories~Real-people-tell-personal-stories-of-sexual-harassment/;metoo;USA Today;;;
;;;;;;
Evertoon’s CEO Ninane Yang and New York Times’ Katie Benner speak out against sexual harassment in the workplace.;http://rssfeeds.usatoday.com/~/468101676/0/usatodaycommoney-topstories~How-sexual-harassment-can-be-avoided-in-the-workplace/;metoo;USA Today;;;
Dustin Hoffman says sex harassment claim 'not reflective of who I am'.;http://rssfeeds.usatoday.com/~/484215692/0/usatoday-lifetopstories~Dustin-Hoffman-answers-sexual-harassment-claim/;metoo;USA Today;;;
Gretchen Carlson tells USA Today, ‘ to me this is the “watershed moment”.;http://rssfeeds.usatoday.com/~/472326206/0/usatoday-lifetopstories~Gretchen-Carlson-on-sexual-harassment-in-workplace/;metoo;USA Today;;;
Hollywood's most powerful men are struggling with how to address the sexual harassment and assault allegations.;http://rssfeeds.usatoday.com/~/482070538/0/usatoday-lifetopstories~Why-many-Hollywood-men-are-silent-about-sexual-harassment/;metoo;USA Today;;;
“I didn’t know that there were so many others who went through this, I realized I wasn’t alone,” ;http://rssfeeds.usatoday.com/~/288728892/0/usatoday-newstopstories~Egyptian-womens-tales-of-sexual-harassment-anger-conservatives/;metoo;USA Today;;;
Amazon is conducting an investigation amid sexual harassment accusations posed against Jeffrey Tambor.;http://rssfeeds.usatoday.com/~/489110714/0/usatoday-lifetopstories~Amazon-investigating-Jeffrey-Tambor-amid-sexual-harassment-accusations/;metoo;USA Today;;;
The Senate passed a resolution late Thursday making sexual harassment training mandatory for everyone working in Congress' upper chamber.;http://rssfeeds.usatoday.com/~/490056666/0/usatodaycomnation-topstories~What-the-Senate-is-doing-to-combat-sexual-harassment-on-Capitol-Hill/;metoo;USA Today;;;
METOO Congress Act' aimed at reforming how Congress handles sexual harassment.;http://rssfeeds.usatoday.com/~/493101176/0/usatodaycomnation-topstories~Bipartisan-sexual-harassment-bill-introduced/;metoo;USA Today;;;
"My behavior was inexcusable and wrong,"" he wrote.";http://rssfeeds.usatoday.com/~/381771896/0/usatodaycommoney-topstories~Startup-investor-Dave-McClure-steps-down-after-sexual-harassment-complaint/;metoo;USA Today;;;
Sexual harassment of any kind can leave invisible scars.;http://rssfeeds.usatoday.com/~/493542046/0/usatodaycomnation-topstories~Any-type-of-sexual-harassment-can-cause-psychological-harm/;metoo;USA Today;;;
Uber is under fire again. ;http://www.usatoday.com/videos/tech/news/2017/02/20/uber-investigates-'abhorrent'-sexual-harassment-claims/98153008/;metoo;USA Today;;;
It looks like FOX News cut a deal to make another sexual harassment suit go away.;http://www.usatoday.com/videos/money/2017/01/10/fox-news-reportedly-settled-bill-o'reilly-sexual-harassment-lawsuit/96401240/;metoo;USA Today;;;
"""In the wake of so many scandals and reports of sexual harassment around the country, it’s critical that we continue do everything we can to prevent it.""";http://rssfeeds.usatoday.com/~/489620572/0/usatoday-newstopstories~Senate-passes-resolution-requiring-sexual-harassment-training-for-senators-staff/;metoo;USA Today;;;
"Huddy agreed to refrain from suing the network and was paid a sum in ""the high six figures,""";http://rssfeeds.usatoday.com/~/256269320/0/usatodaycommoney-topstories~Fox-settles-sexual-harassment-claim-against-Bill-OReilly/;metoo;USA Today;;;
Uber board member Arianna Huffington says sexual harassment is not a systemic problem at the ride-hailing company.;http://rssfeeds.usatoday.com/~/352587816/0/usatoday-techtopstories~Anita-Borg-Uber-has-substantial-problem-with-sexual-harassment/;metoo;USA Today;;;
;;;;;;
"""I want to join in with that and not be silent with everything going on.""";http://rssfeeds.usatoday.com/~/491383834/0/usatoday-lifetopstories~MeToo-Hundreds-in-Hollywood-march-against-sexual-harassment/;metoo;USA Today;;;
;;;;;;
He made the announcement the same day new allegations of harassment came to light in Congress.;http://rssfeeds.usatoday.com/~/492946940/0/usatodaycomwashington-topstories~Paul-Ryan-wants-mandated-sexual-harassment-training-for-House-members/;metoo;USA Today;;;
Stories of sexual harassment and gender hostility are coming to light at a hearing on preventing sexual harassment on Capitol Hill.;http://rssfeeds.usatoday.com/~/492401776/0/usatodaycomnation-topstories~More-Cap-Hill-Sexual-Harassment-Cases-Revealed;metoo;USA Today;;;
;;;;;;
The latest in a string of high profile sexual harassment claims is targeting billionaire Richard Branson.;http://rssfeeds.usatoday.com/~/500399802/0/usatoday-lifetopstories~Billionaire-Richard-Branson-accused-of-sexual-harassment/;metoo;USA Today;;;
Boone's opinion was bad enough, making light of traumatic events to victims.;http://rssfeeds.usatoday.com/~/501796576/0/usatoday-newstopstories~ExMLB-AllStar-jokes-about-sexual-harassment/;metoo;USA Today;;;
“The American people do not want to pay for Congress’ inability to keep our hands to ourselves,’’ said Speier. ;http://rssfeeds.usatoday.com/~/501849392/0/usatodaycomwashington-topstories~House-Democrats-divided-as-sexual-harassment-issue-heats-up-threatens-members/;metoo;USA Today;;;
I don’t think men writing women’s roles better is the answer.;http://rssfeeds.usatoday.com/~/501932078/0/usatoday-newstopstories~Seth-Rogen-James-Franco-open-up-on-sexual-harassment-the-Sony-hack-and-their-friendship/;metoo;USA Today;;;
"“We need to make sure that the workplace environment is appropriate and acceptable to everyone,"" said Harper.";http://rssfeeds.usatoday.com/~/490087108/0/usatodaycomwashington-topstories~Congress-steps-up-efforts-to-prevent-sexual-harassment-on-Capitol-Hill/;metoo;USA Today;;;
;;;;;;
;;;;;;
;;;;;;
The boys' club mentality is exacerbated by the Capitol’s remote location.;http://rssfeeds.usatoday.com/~/475870575/0/usatodaycomnation-topstories~Sexism-in-the-Statehouse-SD-women-detail-sexual-harassment/;metoo;USA Today;;;
"""These alleged actions, which haven’t been denied, are reprehensible, indefensible and unacceptable,"" Bevin said.";http://rssfeeds.usatoday.com/~/486644240/0/usatodaycomnation-topstories~Ky-House-speaker-resigns-but-will-not-give-up-seat-over-sexual-harassment-coverup/;metoo;USA Today;;;
Payne's are the latest in a wave sexual harassment charges at Fox.;http://rssfeeds.usatoday.com/~/388633122/0/usatodaycommoney-topstories~Fox-Business-host-Charles-Payne-suspended-amid-sexual-harassment-probe/;metoo;USA Today;;;
Hall of Fame quarterback Warren Moon has been sued for sexual harassment from a woman who worked for his sports marketing firm.;http://rssfeeds.usatoday.com/~/506487980/0/usatodaycomsports-topstories~Hall-of-Fame-quarterback-Warren-Moon-sued-for-sexual-harassment/;metoo;USA Today;;;
Since his baseless lawsuit was filed there have been reports that it kept women from speaking out about his interactions with them.;http://rssfeeds.usatoday.com/~/506523914/0/usatodaycomnation-topstories~Hyperloop-One-cofounder-used-courts-to-silence-sexual-harassment-victims-motion-says/;metoo;USA Today;;;
At least six women accused Franken of groping and other unwelcome conduct according to a Senate ethics panel's preliminary investigation.;http://rssfeeds.usatoday.com/~/506932676/0/usatodaycomnation-topstories~Live-stream-Sen-Al-Franken-addresses-calls-to-step-down-amid-sexual-harassment-allegations/;metoo;USA Today;;;
"Yes, he came up to her twice with the same stupid line, not realizing she was the same person.""";http://rssfeeds.usatoday.com/~/476316779/0/usatoday-newstopstories~women-have-accused-director-James-Toback-of-sexual-harassment/;metoo;USA Today;;;
;;;;;;
But the climate in Silicon Valley has changed dramatically since Susan Fowler, a female software engineer, reached millions on her personal blog.;http://rssfeeds.usatoday.com/~/380446334/0/usatodaycommoney-topstories~Sexual-harassment-scandal-shakes-insular-influential-venture-capital-world/;metoo;USA Today;;;
;;;;;;
I think the leadership on both sides of the aisle needs to step up today and show women in the world that equality does matter.;http://rssfeeds.usatoday.com/~/507797104/0/usatoday-newstopstories~Anita-Hill-visits-Hollywood-to-talk-sexual-harassment-and-changing-a-culture/;metoo;USA Today;;;
“Over the last six weeks, we have seen a triple-digit percentage increase in the number of requests for in-person sexual harassment prevention training,” ;http://rssfeeds.usatoday.com/~/508018086/0/usatoday-newstopstories~Congressional-staffers-flocking-to-sexual-harassment-training/;metoo;USA Today;;;
;;;;;;
Staten Island Ferry passengers are being endangered by rampant sexual harassment of employees on the boats, one skipper claims.;http://nypost.com/2017/01/29/ferry-passengers-endangered-by-sexual-harassment-of-employees-suit/;metoo;New York Post;;;
The whole thing was a power play, a game. And the goal, to demean me, to strip me of my pride and power and make me feel on a cellular level his dominance over me.;http://pagesix.com/2017/02/10/debra-messing-accuses-director-of-sexual-harassment/;metoo;New York Post;;;
;;;;;;
“The Museum does not comment on pending legal cases, regardless of whether or not they have any merit,”;http://nypost.com/2017/03/25/i-got-fired-after-reporting-my-boss-for-sexual-harassment/;metoo;New York Post;;;
;;;;;;
A spokesperson for Reid said of the alleged prior sexual harassment complaints: “It is a fabrication, it’s untrue.”;http://nypost.com/2017/05/16/l-a-reid-may-have-settled-prior-sexual-harassment-claims/;metoo;New York Post;;;
athletic director who was canned for allegedly asking a female basketball player to show him nude selfies and telling her he’d like to have sex with her is suing for his job back.;http://nypost.com/2017/07/11/cuny-coach-fired-for-sexual-harassment-sues-to-get-his-job-back/;metoo;New York Post;;;
;;;;;;
Despite his protests, Isaac claims Novikova’s inappropriate behavior got worse.;http://nypost.com/2017/07/22/worker-sues-hr-head-for-sexual-harassment/;metoo;New York Post;;;
He emerged from his posh West Village townhouse, a day after being accused of sexually harassing young women in a scathing exposé.;http://pagesix.com/2017/10/06/harvey-weinstein-emerges-after-sexual-harassment-expose/;metoo;New York Post;;;
We at Defy Media have no tolerance for harassment or retaliation of any kind. ;https://decider.com/2017/10/07/honest-trailers-creator-sexual-allegations/;metoo;New York Post;;;
Following the incident, Arabaca’s “attitude towards Ms. Aristy changed for the worse,”;http://nypost.com/2017/10/07/bar-manager-sues-boss-for-alleged-sexual-harassment/;metoo;New York Post;;;
It’s unclear if all of the members of the company’s leadership endorse such a deal. ;https://decider.com/2017/10/16/weinstein-company-may-sell-off-assets-in-wake-of-sexual-harassment-and-abuse-scandal/;metoo;New York Post;;;
Legendary singer Tom Jones claims he was a victim of sexual harassment early in his career.;https://pagesix.com/2017/10/19/tom-jones-was-a-victim-of-sexual-harassment-and-abuse/;metoo;New York Post;;;
More than 40 women have accused the former head of The Weinstein Company of sexual harassment and abuse, including Rose McGowan and Gwyneth Paltrow.;https://decider.com/2017/10/19/quentin-tarantino-admits-he-knew-about-harvey-weinstein-sexual-harassment-claims/;metoo;New York Post;;;
Fox now admits they knew all about it, kind of.;https://decider.com/2017/10/21/bill-oreilly-settled-32-million-sexual-harassment-claim-prior-to-4-year-contract-extension/;metoo;New York Post;;;
“In a weird sense, I thought, ‘This is a test of whether I’m a real artist and serious about acting,’ ”;https://pagesix.com/2017/10/22/director-james-toback-accused-sexual-harassment/;metoo;New York Post;;;
The film producer has been in the hot seat over sexual harassment after more than 40 women have come forward to accuse him.;https://pagesix.com/tv/harvey-weinstein-nearly-bought-rolling-stone-amid-sexual-harassment-firestorm/;metoo;New York Post;;;
Olivia Munn had an even more unpleasant experience with the director/producer. .;https://decider.com/2017/11/01/brett-ratner-sexual-harrassment-allegations-olivia-munn/;metoo;New York Post;;;
;;;;;;
When she took time off from her work at Columbia to deal with extreme “psychological distress,” the elderly educator allegedly began bad mouthing her to other staffers.;http://nypost.com/2017/11/01/columbia-professor-resigns-amid-sexual-harassment-suit/;metoo;New York Post;;;
The scandal erupted after a New York Times exposé on the producer that detailed eight instances in which he settled lawsuits.;https://decider.com/2017/11/02/jeremy-piven-segment-dropped-from-the-late-show/;metoo;New York Post;;;
For companies that are looking for funding, a history of sexual harassment may impact whether or not they get money.;http://nypost.com/2017/11/03/preventing-sexual-harassment-can-save-companies-millions/;metoo;New York Post;;;
;;;;;;
;;;;;;
The sexual harassment headlines have touched Broadway, and Broadway is on high alert.;http://pagesix.com/2017/11/07/broadway-examines-sexual-harassment-policies-in-light-of-kevin-spacey-scandal/;metoo;New York Post;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
It can’t just be the headline of the moment because it’s salacious.;https://pagesix.com/2017/10/29/tony-goldwyn-we-have-to-keep-talking-about-sexual-harassment/;metoo;New York Post;;;
His energy was so sinister.;https://decider.com/2017/10/26/rachel-mcadams-selma-blair-sexual-harassment-allegations-against-james-toback/;metoo;New York Post;;;
“Unless you’re somebody who’s trained … you’re not qualified to solve their pain,” ;https://nypost.com/2017/12/01/how-to-help-if-you-witness-sexual-harassment-at-work/;metoo;New York Post;;;
Hockenberry, who uses a wheelchair, responded with unwanted kisses.;https://nypost.com/2017/12/02/several-women-accuse-ex-radio-host-john-hockenberry-of-sexual-harassment/;metoo;New York Post;;;
 In a rambling series of tweets addressed to Amazon honcho Jeff Bezos, she claims she had told the head of Amazon Studios.;http://decider.com/2017/10/13/amazon-studios-suspends-roy-price/;metoo;New York Post;;;
;;;;;;
“I was obviously completely shocked,” she said.;http://nypost.com/2017/10/26/multiple-women-accuse-reporter-mark-halperin-of-sexual-harassment/;metoo;New York Post;;;
James Levine, appeared frail and refused to say a word as he left his Central Park West apartment;https://nypost.com/2017/12/05/famed-opera-conductor-stays-silent-amid-sexual-harassment-claims/;metoo;New York Post;;;
Vikings cheerleader accused Moon of sexual harassment while he played for the team in 1995.;https://nypost.com/2017/12/06/nfl-hall-of-famer-warren-moon-accused-of-sexual-harassment/;metoo;New York Post;;;
“It seems like every day a new man is being accused of sexual misconduct,” ;https://pagesix.com/2017/12/07/stephen-colbert-skewers-al-franken-for-latest-sexual-harassment-denial/;metoo;New York Post;;;
Gov. Cuomo lost his cool Wednesday at his in-person first press conference in weeks in Albany.;https://nypost.com/2017/12/13/cuomo-rips-reporter-for-sexual-harassment-question/;metoo;New York Post;;;
“I fell short, and I am filled with anger and regret that, in the past, some of my staff were subjected to humiliating and degrading treatment,”;https://nypost.com/2017/12/14/spotted-pig-chef-apologizes-over-sexual-harassment-claims/;metoo;New York Post;;;
